,holiday,temp_K,temp_oC,temp_oF,rain_mm,snow_mm,cloud_cover_%,weather_main,weather_description,date_time,traffic_volume
26416,N/A,273.939,0.79,33.42,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 16:00:00,6601
26417,N/A,271.341,-1.81,28.74,0.0,0.0,8,Clear,sky is clear,2017-02-15 17:00:00,6093
26418,N/A,271.341,-1.81,28.74,0.0,0.0,8,Clear,sky is clear,2017-02-15 18:00:00,4844
26419,N/A,271.341,-1.81,28.74,0.0,0.0,8,Clear,sky is clear,2017-02-15 19:00:00,3502
26420,N/A,267.775,-5.38,22.32,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 20:00:00,2844
26421,N/A,267.775,-5.38,22.32,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 21:00:00,2727
26422,N/A,267.775,-5.38,22.32,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 22:00:00,1722
26423,N/A,267.785,-5.36,22.35,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 23:00:00,1050
26424,N/A,267.785,-5.36,22.35,0.0,0.0,0,Clear,Sky is Clear,2017-02-16 00:00:00,711
26425,N/A,267.785,-5.36,22.35,0.0,0.0,0,Clear,Sky is Clear,2017-02-16 01:00:00,504
26426,N/A,268.039,-5.11,22.8,0.0,0.0,8,Clear,sky is clear,2017-02-16 02:00:00,418
26427,N/A,268.039,-5.11,22.8,0.0,0.0,8,Clear,sky is clear,2017-02-16 03:00:00,468
26428,N/A,268.039,-5.11,22.8,0.0,0.0,8,Clear,sky is clear,2017-02-16 04:00:00,933
26429,N/A,268.381,-4.77,23.41,0.0,0.0,24,Clouds,few clouds,2017-02-16 05:00:00,2755
26430,N/A,268.381,-4.77,23.41,0.0,0.0,24,Clouds,few clouds,2017-02-16 06:00:00,5721
26431,N/A,268.381,-4.77,23.41,0.0,0.0,24,Clouds,few clouds,2017-02-16 07:00:00,6888
26432,N/A,270.471,-2.68,27.18,0.0,0.0,20,Clouds,few clouds,2017-02-16 08:00:00,6137
26433,N/A,270.471,-2.68,27.18,0.0,0.0,20,Clouds,few clouds,2017-02-16 09:00:00,5040
26434,N/A,270.471,-2.68,27.18,0.0,0.0,20,Clouds,few clouds,2017-02-16 10:00:00,4510
26435,N/A,276.269,3.12,37.62,0.0,0.0,68,Clouds,broken clouds,2017-02-16 11:00:00,4739
26436,N/A,276.269,3.12,37.62,0.0,0.0,68,Clouds,broken clouds,2017-02-16 12:00:00,4864
26437,N/A,276.269,3.12,37.62,0.0,0.0,68,Clouds,broken clouds,2017-02-16 13:00:00,5039
26438,N/A,279.555,6.41,43.54,0.0,0.0,76,Clouds,broken clouds,2017-02-16 14:00:00,5365
26439,N/A,279.555,6.41,43.54,0.0,0.0,76,Clouds,broken clouds,2017-02-16 15:00:00,5681
26440,N/A,279.555,6.41,43.54,0.0,0.0,76,Clouds,broken clouds,2017-02-16 16:00:00,6564
26441,N/A,276.83,3.68,38.62,0.0,0.0,20,Clouds,few clouds,2017-02-16 17:00:00,6273
26442,N/A,276.83,3.68,38.62,0.0,0.0,20,Clouds,few clouds,2017-02-16 18:00:00,4663
26443,N/A,276.83,3.68,38.62,0.0,0.0,20,Clouds,few clouds,2017-02-16 19:00:00,3399
26444,N/A,273.774,0.62,33.12,0.0,0.0,12,Clouds,few clouds,2017-02-16 20:00:00,2934
26445,N/A,273.774,0.62,33.12,0.0,0.0,12,Clouds,few clouds,2017-02-16 21:00:00,3283
26446,N/A,273.774,0.62,33.12,0.0,0.0,12,Clouds,few clouds,2017-02-16 22:00:00,3751
26447,N/A,272.589,-0.56,30.99,0.0,0.0,0,Clear,Sky is Clear,2017-02-16 23:00:00,1319
26448,N/A,272.589,-0.56,30.99,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 00:00:00,692
26449,N/A,272.589,-0.56,30.99,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 01:00:00,402
26450,N/A,270.756,-2.39,27.7,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 02:00:00,325
26451,N/A,270.756,-2.39,27.7,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 03:00:00,349
26452,N/A,270.756,-2.39,27.7,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 04:00:00,828
26453,N/A,269.97900000000004,-3.17,26.29,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 05:00:00,2577
26454,N/A,269.97900000000004,-3.17,26.29,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 06:00:00,5465
26455,N/A,269.97900000000004,-3.17,26.29,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 07:00:00,6370
26456,N/A,275.153,2.0,35.6,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 08:00:00,5960
26457,N/A,275.153,2.0,35.6,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 09:00:00,5207
26458,N/A,276.411,3.26,37.87,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 10:00:00,4841
26459,N/A,286.372,13.22,55.8,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 11:00:00,5259
26460,N/A,286.372,13.22,55.8,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 12:00:00,5385
26461,N/A,286.372,13.22,55.8,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 13:00:00,5351
26462,N/A,288.567,15.42,59.76,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 14:00:00,5474
26463,N/A,288.567,15.42,59.76,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 15:00:00,5955
26464,N/A,288.567,15.42,59.76,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 16:00:00,6571
26465,N/A,283.808,10.66,51.19,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 17:00:00,5633
26466,N/A,283.808,10.66,51.19,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 18:00:00,5000
26467,N/A,283.808,10.66,51.19,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 19:00:00,3915
26468,N/A,279.514,6.36,43.45,0.0,0.0,8,Clear,sky is clear,2017-02-17 20:00:00,3199
26469,N/A,279.514,6.36,43.45,0.0,0.0,8,Clear,sky is clear,2017-02-17 21:00:00,3124
26470,N/A,279.514,6.36,43.45,0.0,0.0,8,Clear,sky is clear,2017-02-17 22:00:00,2576
26471,N/A,276.608,3.46,38.23,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 23:00:00,1813
26472,N/A,276.608,3.46,38.23,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 00:00:00,1230
26473,N/A,276.608,3.46,38.23,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 01:00:00,749
26474,N/A,274.666,1.52,34.74,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 02:00:00,610
26475,N/A,274.666,1.52,34.74,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 03:00:00,369
26476,N/A,274.666,1.52,34.74,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 04:00:00,380
26477,N/A,272.936,-0.21,31.62,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 05:00:00,608
26478,N/A,272.936,-0.21,31.62,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 06:00:00,1179
26479,N/A,272.936,-0.21,31.62,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 07:00:00,1952
26480,N/A,274.941,1.79,35.22,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 08:00:00,3050
26481,N/A,274.941,1.79,35.22,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 09:00:00,3754
26482,N/A,276.276,3.13,37.63,0.0,0.0,24,Clouds,few clouds,2017-02-18 10:00:00,4329
26483,N/A,283.492,10.34,50.61,0.0,0.0,8,Clear,sky is clear,2017-02-18 11:00:00,4663
26484,N/A,283.492,10.34,50.61,0.0,0.0,8,Clear,sky is clear,2017-02-18 12:00:00,5114
26485,N/A,283.492,10.34,50.61,0.0,0.0,8,Clear,sky is clear,2017-02-18 13:00:00,5114
26486,N/A,286.77,13.62,56.52,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 14:00:00,5255
26487,N/A,286.77,13.62,56.52,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 15:00:00,4719
26488,N/A,286.77,13.62,56.52,0.0,0.0,0,Clear,Sky is Clear,2017-02-18 16:00:00,4912
26489,N/A,282.231,9.08,48.34,0.0,0.0,32,Clouds,scattered clouds,2017-02-18 17:00:00,4871
26490,N/A,282.231,9.08,48.34,0.0,0.0,32,Clouds,scattered clouds,2017-02-18 18:00:00,4525
26491,N/A,282.231,9.08,48.34,0.0,0.0,32,Clouds,scattered clouds,2017-02-18 19:00:00,3742
26492,N/A,276.249,3.1,37.58,0.0,0.0,20,Clouds,few clouds,2017-02-18 20:00:00,2887
26493,N/A,276.249,3.1,37.58,0.0,0.0,20,Clouds,few clouds,2017-02-18 21:00:00,3219
26494,N/A,276.249,3.1,37.58,0.0,0.0,20,Clouds,few clouds,2017-02-18 22:00:00,4272
26495,N/A,274.17,1.02,33.84,0.0,0.0,8,Clear,sky is clear,2017-02-18 23:00:00,2177
26496,N/A,274.17,1.02,33.84,0.0,0.0,8,Clear,sky is clear,2017-02-19 00:00:00,1587
26497,N/A,274.17,1.02,33.84,0.0,0.0,8,Clear,sky is clear,2017-02-19 01:00:00,952
26498,N/A,272.296,-0.85,30.47,0.0,0.0,12,Clouds,few clouds,2017-02-19 02:00:00,814
26499,N/A,272.296,-0.85,30.47,0.0,0.0,12,Clouds,few clouds,2017-02-19 03:00:00,453
26500,N/A,272.296,-0.85,30.47,0.0,0.0,12,Clouds,few clouds,2017-02-19 04:00:00,402
26501,N/A,272.135,-1.01,30.18,0.0,0.0,36,Clouds,scattered clouds,2017-02-19 05:00:00,566
26502,N/A,272.135,-1.01,30.18,0.0,0.0,36,Clouds,scattered clouds,2017-02-19 06:00:00,983
26503,N/A,272.135,-1.01,30.18,0.0,0.0,36,Clouds,scattered clouds,2017-02-19 07:00:00,1293
26504,N/A,277.671,4.52,40.14,0.0,0.0,64,Clouds,broken clouds,2017-02-19 08:00:00,2001
26505,N/A,277.671,4.52,40.14,0.0,0.0,64,Clouds,broken clouds,2017-02-19 09:00:00,2925
26506,N/A,277.671,4.52,40.14,0.0,0.0,64,Clouds,broken clouds,2017-02-19 10:00:00,3722
26507,N/A,286.724,13.57,56.43,0.0,0.0,20,Clouds,few clouds,2017-02-19 11:00:00,4179
26508,N/A,286.724,13.57,56.43,0.0,0.0,20,Clouds,few clouds,2017-02-19 12:00:00,4608
26509,N/A,286.724,13.57,56.43,0.0,0.0,20,Clouds,few clouds,2017-02-19 13:00:00,4821
26510,N/A,287.865,14.72,58.5,0.0,0.0,68,Clouds,broken clouds,2017-02-19 14:00:00,4813
26511,N/A,287.865,14.72,58.5,0.0,0.0,68,Clouds,broken clouds,2017-02-19 15:00:00,4808
26512,N/A,287.865,14.72,58.5,0.0,0.0,68,Clouds,broken clouds,2017-02-19 16:00:00,5012
26513,N/A,286.267,13.12,55.62,0.0,0.0,88,Clouds,overcast clouds,2017-02-19 17:00:00,4566
26514,N/A,286.267,13.12,55.62,0.0,0.0,88,Clouds,overcast clouds,2017-02-19 18:00:00,3843
26515,N/A,286.267,13.12,55.62,0.0,0.0,88,Clouds,overcast clouds,2017-02-19 19:00:00,3109
26516,N/A,285.215,12.06,53.71,0.0,0.0,48,Clouds,scattered clouds,2017-02-19 20:00:00,2516
26517,N/A,285.215,12.06,53.71,0.0,0.0,48,Clouds,scattered clouds,2017-02-19 21:00:00,2263
26518,N/A,285.215,12.06,53.71,0.0,0.0,48,Clouds,scattered clouds,2017-02-19 22:00:00,1580
26519,N/A,285.059,11.91,53.44,0.0,0.0,68,Clouds,broken clouds,2017-02-19 23:00:00,1030
26520,Washingtons Birthday,285.059,11.91,53.44,0.0,0.0,68,Clouds,broken clouds,2017-02-20 00:00:00,629
26521,Washingtons Birthday,285.059,11.91,53.44,0.0,0.0,68,Clouds,broken clouds,2017-02-20 01:00:00,377
26522,Washingtons Birthday,285.122,11.97,53.55,0.0,0.0,64,Clouds,broken clouds,2017-02-20 02:00:00,298
26523,Washingtons Birthday,285.122,11.97,53.55,0.0,0.0,64,Clouds,broken clouds,2017-02-20 03:00:00,303
26524,Washingtons Birthday,285.122,11.97,53.55,0.0,0.0,64,Clouds,broken clouds,2017-02-20 04:00:00,737
26525,Washingtons Birthday,285.422,12.27,54.09,0.0,0.0,68,Clouds,broken clouds,2017-02-20 05:00:00,2395
26526,Washingtons Birthday,285.422,12.27,54.09,0.0,0.0,68,Clouds,broken clouds,2017-02-20 06:00:00,4705
26527,Washingtons Birthday,285.422,12.27,54.09,0.0,0.0,68,Clouds,broken clouds,2017-02-20 07:00:00,4948
26528,Washingtons Birthday,286.832,13.68,56.62,0.0,0.0,88,Clouds,overcast clouds,2017-02-20 08:00:00,4929
26529,Washingtons Birthday,286.832,13.68,56.62,0.0,0.0,88,Clouds,overcast clouds,2017-02-20 09:00:00,4356
26530,Washingtons Birthday,286.399,13.25,55.85,0.0,0.0,88,Clouds,overcast clouds,2017-02-20 10:00:00,4016
26531,Washingtons Birthday,286.832,13.68,56.62,0.0,0.0,92,Rain,light rain,2017-02-20 11:00:00,4365
26532,Washingtons Birthday,286.832,13.68,56.62,0.0,0.0,92,Rain,light rain,2017-02-20 12:00:00,4313
26533,Washingtons Birthday,286.832,13.68,56.62,0.0,0.0,92,Rain,light rain,2017-02-20 13:00:00,4294
26534,Washingtons Birthday,286.557,13.41,56.14,0.0,0.0,92,Rain,moderate rain,2017-02-20 14:00:00,4411
26535,Washingtons Birthday,286.557,13.41,56.14,0.0,0.0,92,Rain,moderate rain,2017-02-20 15:00:00,4567
26536,Washingtons Birthday,286.557,13.41,56.14,0.0,0.0,92,Rain,moderate rain,2017-02-20 16:00:00,5107
26537,Washingtons Birthday,286.548,13.4,56.12,0.0,0.0,92,Rain,light rain,2017-02-20 17:00:00,4930
26538,Washingtons Birthday,286.548,13.4,56.12,0.0,0.0,92,Rain,light rain,2017-02-20 18:00:00,3779
26539,Washingtons Birthday,286.548,13.4,56.12,0.0,0.0,92,Rain,light rain,2017-02-20 19:00:00,2804
26540,Washingtons Birthday,282.47,9.32,48.78,0.0,0.0,68,Rain,light rain,2017-02-20 20:00:00,2367
26541,Washingtons Birthday,282.47,9.32,48.78,0.0,0.0,68,Rain,light rain,2017-02-20 21:00:00,2245
26542,Washingtons Birthday,282.47,9.32,48.78,0.0,0.0,68,Rain,light rain,2017-02-20 22:00:00,2474
26543,Washingtons Birthday,278.422,5.27,41.49,0.0,0.0,0,Clear,Sky is Clear,2017-02-20 23:00:00,1133
26544,N/A,278.422,5.27,41.49,0.0,0.0,0,Clear,Sky is Clear,2017-02-21 00:00:00,619
26545,N/A,278.422,5.27,41.49,0.0,0.0,0,Clear,Sky is Clear,2017-02-21 01:00:00,372
26546,N/A,275.368,2.22,36.0,0.0,0.0,0,Clear,Sky is Clear,2017-02-21 02:00:00,358
26547,N/A,273.84,0.69,33.24,0.0,0.0,1,Fog,fog,2017-02-21 09:00:00,5252
26548,N/A,275.29,2.14,35.85,0.0,0.0,40,Mist,mist,2017-02-21 10:00:00,3830
26549,N/A,277.64,4.49,40.08,0.0,0.0,40,Mist,mist,2017-02-21 11:00:00,4621
26550,N/A,280.58,7.43,45.37,0.0,0.0,1,Mist,mist,2017-02-21 12:00:00,4938
26551,N/A,284.67,11.52,52.74,0.0,0.0,40,Clouds,scattered clouds,2017-02-21 13:00:00,4694
26552,N/A,286.72,13.57,56.43,0.0,0.0,1,Clear,sky is clear,2017-02-21 14:00:00,5186
26553,N/A,288.51,15.36,59.65,0.0,0.0,75,Clouds,broken clouds,2017-02-21 15:00:00,5729
26554,N/A,288.86,15.71,60.28,0.0,0.0,75,Clouds,broken clouds,2017-02-21 16:00:00,6960
26555,N/A,288.23,15.08,59.14,0.0,0.0,75,Clouds,broken clouds,2017-02-21 17:00:00,6301
26556,N/A,287.16,14.01,57.22,0.0,0.0,75,Clouds,broken clouds,2017-02-21 18:00:00,4569
26557,N/A,285.09,11.94,53.49,0.0,0.0,75,Clouds,broken clouds,2017-02-21 19:00:00,3310
26558,N/A,283.76,10.61,51.1,0.0,0.0,1,Clear,sky is clear,2017-02-21 20:00:00,2828
26559,N/A,282.62,9.47,49.05,0.0,0.0,20,Clouds,few clouds,2017-02-21 21:00:00,3436
26560,N/A,281.43,8.28,46.9,0.0,0.0,1,Clear,sky is clear,2017-02-21 22:00:00,3237
26561,N/A,279.66,6.51,43.72,0.0,0.0,1,Mist,mist,2017-02-21 23:00:00,1169
26562,N/A,278.8,5.65,42.17,0.0,0.0,1,Mist,mist,2017-02-22 00:00:00,625
26563,N/A,277.96,4.81,40.66,0.0,0.0,1,Mist,mist,2017-02-22 01:00:00,379
26564,N/A,276.66,3.51,38.32,0.0,0.0,1,Mist,mist,2017-02-22 02:00:00,313
26565,N/A,276.16,3.01,37.42,0.0,0.0,90,Fog,fog,2017-02-22 03:00:00,372
26566,N/A,276.09,2.94,37.29,0.0,0.0,1,Mist,mist,2017-02-22 04:00:00,869
26567,N/A,277.02,3.87,38.97,0.0,0.0,1,Mist,mist,2017-02-22 05:00:00,2622
26568,N/A,277.15,4.0,39.2,0.0,0.0,1,Mist,mist,2017-02-22 06:00:00,5423
26569,N/A,276.37,3.22,37.8,0.0,0.0,90,Mist,mist,2017-02-22 07:00:00,6094
26570,N/A,275.68,2.53,36.55,0.0,0.0,90,Mist,mist,2017-02-22 08:00:00,5732
26571,N/A,277.35,4.2,39.56,0.0,0.0,90,Fog,fog,2017-02-22 09:00:00,4933
26572,N/A,278.89,5.74,42.33,0.0,0.0,75,Mist,mist,2017-02-22 10:00:00,4215
26573,N/A,279.82,6.67,44.01,0.0,0.0,90,Mist,mist,2017-02-22 11:00:00,4584
26574,N/A,281.55,8.4,47.12,0.0,0.0,75,Haze,haze,2017-02-22 12:00:00,4808
26575,N/A,282.29,9.14,48.45,0.0,0.0,75,Haze,haze,2017-02-22 13:00:00,4779
26576,N/A,284.01,10.86,51.55,0.0,0.0,75,Mist,mist,2017-02-22 14:00:00,5052
26577,N/A,285.29,12.14,53.85,0.0,0.0,1,Clear,sky is clear,2017-02-22 15:00:00,5492
26578,N/A,286.02,12.87,55.17,0.0,0.0,75,Clouds,broken clouds,2017-02-22 16:00:00,6359
26579,N/A,285.56,12.41,54.34,0.0,0.0,75,Clouds,broken clouds,2017-02-22 17:00:00,5839
26580,N/A,283.59,10.44,50.79,0.0,0.0,90,Haze,haze,2017-02-22 18:00:00,4524
26581,N/A,282.09,8.94,48.09,0.0,0.0,75,Haze,haze,2017-02-22 19:00:00,3289
26582,N/A,280.49,7.34,45.21,0.0,0.0,90,Mist,mist,2017-02-22 20:00:00,2826
26583,N/A,279.38,6.23,43.21,0.0,0.0,90,Rain,light rain,2017-02-22 21:00:00,2836
26584,N/A,277.95,4.8,40.64,0.0,0.0,90,Clouds,overcast clouds,2017-02-22 22:00:00,2517
26585,N/A,277.22,4.07,39.33,0.0,0.0,90,Clouds,overcast clouds,2017-02-22 23:00:00,1276
26586,N/A,276.08,2.93,37.27,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 00:00:00,555
26587,N/A,275.43,2.28,36.1,0.0,0.0,90,Mist,mist,2017-02-23 01:00:00,428
26588,N/A,275.22,2.07,35.73,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 02:00:00,304
26589,N/A,275.03,1.88,35.38,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 03:00:00,465
26590,N/A,274.28,1.13,34.03,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 04:00:00,1008
26591,N/A,273.78,0.63,33.13,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 05:00:00,2809
26592,N/A,273.29,0.14,32.25,0.0,0.0,1,Clear,sky is clear,2017-02-23 06:00:00,6054
26593,N/A,272.78,-0.37,31.33,0.0,0.0,40,Clouds,scattered clouds,2017-02-23 07:00:00,7027
26594,N/A,272.15,-1.0,30.2,0.0,0.0,75,Clouds,broken clouds,2017-02-23 08:00:00,6383
26595,N/A,272.55,-0.6,30.92,0.0,0.0,75,Clouds,broken clouds,2017-02-23 09:00:00,5403
26596,N/A,273.01,-0.14,31.75,0.0,0.0,40,Clouds,scattered clouds,2017-02-23 10:00:00,4885
26597,N/A,273.62,0.47,32.85,0.0,0.0,40,Clouds,scattered clouds,2017-02-23 11:00:00,4988
26598,N/A,274.49,1.34,34.41,0.0,0.0,75,Clouds,broken clouds,2017-02-23 12:00:00,5232
26599,N/A,274.62,1.47,34.65,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 13:00:00,5303
26600,N/A,274.47,1.32,34.38,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 14:00:00,5500
26601,N/A,273.91,0.76,33.37,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 15:00:00,6165
26602,N/A,273.42,0.27,32.49,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 16:00:00,7154
26603,N/A,272.95,-0.2,31.64,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 17:00:00,6257
26604,N/A,272.84,-0.31,31.44,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 18:00:00,4860
26605,N/A,272.58,-0.57,30.97,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 19:00:00,3594
26606,N/A,272.29,-0.86,30.45,0.0,0.0,75,Clouds,broken clouds,2017-02-23 20:00:00,3210
26607,N/A,271.87,-1.28,29.7,0.0,0.0,40,Clouds,scattered clouds,2017-02-23 21:00:00,2716
26608,N/A,271.84,-1.31,29.64,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 22:00:00,1956
26609,N/A,271.72,-1.43,29.43,0.0,0.0,90,Clouds,overcast clouds,2017-02-23 23:00:00,1135
26610,N/A,271.62,-1.53,29.25,0.0,0.0,90,Snow,light snow,2017-02-24 00:00:00,696
26611,N/A,271.29,-1.86,28.65,0.0,0.0,40,Snow,light snow,2017-02-24 01:00:00,338
26612,N/A,271.09,-2.06,28.29,0.0,0.0,90,Snow,light snow,2017-02-24 02:00:00,293
26613,N/A,270.95,-2.2,28.04,0.0,0.0,75,Snow,light snow,2017-02-24 03:00:00,334
26614,N/A,270.69,-2.46,27.57,0.0,0.0,75,Snow,snow,2017-02-24 04:00:00,792
26615,N/A,270.09,-3.06,26.49,0.0,0.0,75,Snow,snow,2017-02-24 05:00:00,2391
26616,N/A,269.69,-3.46,25.77,0.0,0.0,75,Snow,light snow,2017-02-24 06:00:00,4933
26617,N/A,269.69,-3.46,25.77,0.0,0.0,90,Snow,light snow,2017-02-24 07:00:00,5678
26618,N/A,269.49,-3.66,25.41,0.0,0.0,90,Snow,light snow,2017-02-24 08:00:00,5201
26619,N/A,269.42,-3.73,25.29,0.0,0.0,90,Snow,light snow,2017-02-24 09:00:00,4722
26620,N/A,269.62,-3.53,25.65,0.0,0.0,90,Snow,light snow,2017-02-24 10:00:00,4130
26621,N/A,269.62,-3.53,25.65,0.0,0.0,90,Snow,light snow,2017-02-24 11:00:00,4363
26622,N/A,269.88,-3.27,26.11,0.0,0.0,90,Haze,haze,2017-02-24 12:00:00,4747
26623,N/A,269.82,-3.33,26.01,0.0,0.0,90,Snow,light snow,2017-02-24 13:00:00,4825
26624,N/A,270.15,-3.0,26.6,0.0,0.0,90,Snow,light snow,2017-02-24 14:00:00,5111
26625,N/A,269.95,-3.2,26.24,0.0,0.0,1,Snow,light snow,2017-02-24 15:00:00,5505
26626,N/A,270.15,-3.0,26.6,0.0,0.0,1,Snow,light snow,2017-02-24 16:00:00,6215
26627,N/A,269.82,-3.33,26.01,0.0,0.0,1,Clear,sky is clear,2017-02-24 17:00:00,5868
26628,N/A,269.55,-3.6,25.52,0.0,0.0,90,Clouds,overcast clouds,2017-02-24 18:00:00,4886
26629,N/A,268.95,-4.2,24.44,0.0,0.0,1,Clear,sky is clear,2017-02-24 19:00:00,3447
26630,N/A,268.4,-4.75,23.45,0.0,0.0,75,Clouds,broken clouds,2017-02-24 20:00:00,2900
26631,N/A,268.02,-5.13,22.77,0.0,0.0,75,Clouds,broken clouds,2017-02-24 21:00:00,2949
26632,N/A,267.86,-5.29,22.48,0.0,0.0,1,Clear,sky is clear,2017-02-24 22:00:00,2402
26633,N/A,267.28,-5.87,21.43,0.0,0.0,1,Clear,sky is clear,2017-02-24 23:00:00,1665
26634,N/A,267.02,-6.13,20.97,0.0,0.0,1,Clear,sky is clear,2017-02-25 00:00:00,1087
26635,N/A,266.35,-6.8,19.76,0.0,0.0,1,Clear,sky is clear,2017-02-25 01:00:00,655
26636,N/A,265.49,-7.66,18.21,0.0,0.0,1,Clear,sky is clear,2017-02-25 02:00:00,609
26637,N/A,264.95,-8.2,17.24,0.0,0.0,1,Clear,sky is clear,2017-02-25 03:00:00,396
26638,N/A,264.62,-8.53,16.65,0.0,0.0,1,Clear,sky is clear,2017-02-25 04:00:00,643
26639,N/A,264.09,-9.06,15.69,0.0,0.0,1,Clear,sky is clear,2017-02-25 05:00:00,1036
26640,N/A,263.65,-9.5,14.9,0.0,0.0,1,Clear,sky is clear,2017-02-25 06:00:00,1449
26641,N/A,263.34,-9.81,14.34,0.0,0.0,1,Clear,sky is clear,2017-02-25 07:00:00,2060
26642,N/A,263.4,-9.75,14.45,0.0,0.0,1,Clear,sky is clear,2017-02-25 08:00:00,2985
26643,N/A,264.41,-8.74,16.27,0.0,0.0,5,Clear,sky is clear,2017-02-25 09:00:00,3861
26644,N/A,266.08,-7.07,19.27,0.0,0.0,1,Clear,sky is clear,2017-02-25 10:00:00,4256
26645,N/A,268.14,-5.01,22.98,0.0,0.0,5,Clear,sky is clear,2017-02-25 11:00:00,4784
26646,N/A,270.08,-3.07,26.47,0.0,0.0,20,Clouds,few clouds,2017-02-25 12:00:00,5280
26647,N/A,271.15,-2.0,28.4,0.0,0.0,1,Clear,sky is clear,2017-02-25 13:00:00,5213
26648,N/A,272.64,-0.51,31.08,0.0,0.0,40,Clouds,scattered clouds,2017-02-25 14:00:00,4905
26649,N/A,273.15,0.0,32.0,0.0,0.0,90,Clouds,overcast clouds,2017-02-25 15:00:00,4804
26650,N/A,273.55,0.4,32.72,0.0,0.0,90,Clouds,overcast clouds,2017-02-25 16:00:00,4771
26651,N/A,272.9,-0.25,31.55,0.0,0.0,90,Clouds,overcast clouds,2017-02-25 17:00:00,4655
26652,N/A,273.15,0.0,32.0,0.0,0.0,90,Clouds,overcast clouds,2017-02-25 18:00:00,4636
26653,N/A,272.79,-0.36,31.35,0.0,0.0,90,Clouds,overcast clouds,2017-02-25 19:00:00,3450
26654,N/A,272.22,-0.93,30.33,0.0,0.0,40,Clouds,scattered clouds,2017-02-25 20:00:00,2906
26655,N/A,270.65,-2.5,27.5,0.0,0.0,40,Clouds,scattered clouds,2017-02-25 21:00:00,3234
26656,N/A,270.35,-2.8,26.96,0.0,0.0,1,Clear,sky is clear,2017-02-25 22:00:00,2596
26657,N/A,269.75,-3.4,25.88,0.0,0.0,1,Clear,sky is clear,2017-02-25 23:00:00,1943
26658,N/A,269.65,-3.5,25.7,0.0,0.0,1,Clear,sky is clear,2017-02-26 00:00:00,1298
26659,N/A,269.59,-3.56,25.59,0.0,0.0,40,Clouds,scattered clouds,2017-02-26 01:00:00,805
26660,N/A,269.52,-3.63,25.47,0.0,0.0,75,Snow,light snow,2017-02-26 02:00:00,602
26661,N/A,269.34,-3.81,25.14,0.0,0.0,90,Snow,light snow,2017-02-26 03:00:00,396
26662,N/A,269.34,-3.81,25.14,0.0,0.0,90,Snow,light snow,2017-02-26 04:00:00,643
26663,N/A,269.61,-3.54,25.63,0.0,0.0,75,Clouds,broken clouds,2017-02-26 05:00:00,955
